Index,Release Date,Season,Episode,Episode Title,Name,gender,class,house,Sentence,
7856,4/7/2013,Season 3,Episode 2,"Dark Wings, Dark Words",jojen reed,male,noble,lesser,"When I told my father about your father for the first time in my life, I saw him cry.",2
7858,4/7/2013,Season 3,Episode 2,"Dark Wings, Dark Words",jojen reed,male,noble,lesser,Yeah.,2
7860,4/7/2013,Season 3,Episode 2,"Dark Wings, Dark Words",jojen reed,male,noble,lesser,"Your father told you about the rebellion? Mine never did. But I saw that, too.",2
7862,4/7/2013,Season 3,Episode 2,"Dark Wings, Dark Words",jojen reed,male,noble,lesser,Only one thing that matters-you.,2
8372,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,jojen reed,male,noble,lesser,You have to go after him.,2
8374,4/21/2013,Season 3,Episode 4,And Now His Watch Is Ended,jojen reed,male,noble,lesser,You know how.,2
8956,5/5/2013,Season 3,Episode 6,The Climb,jojen reed,male,noble,lesser,I saw Jon Snow.,2
8958,5/5/2013,Season 3,Episode 6,The Climb,jojen reed,male,noble,lesser,He was on the wrong side of the Wall surrounded by enemies.,2
9562,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,That's where we are.,2
9568,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,I don't fill his head with anything.,2
9570,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,What's happening to him and what that means.,2
9572,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,It's not like that. I wish I could tell him all the answers. It would be much easier.,2
9574,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,We're not going to Castle Black.,2
9576,5/12/2013,Season 3,Episode 7,The Bear and the Maiden Fair,jojen reed,male,noble,lesser,I told you already. Jon Snow isn't there. Bran needs to find the raven beyond the Wall.,2
10045,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Doesn't seem to be supporting anyone at the moment.,2
10051,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,There's a storm coming.,2
10092,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Nineteen castles guard the Wall. Only three are still manned.,2
10093,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,One of those abandoned fortresses will give us a way through.,2
10098,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Just one?,2
10103,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Wildlings.,2
10106,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,"Shhh, quiet, Hodor.",2
10107,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Make him shut up. If they hear us…,2
10111,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,They're gonna hear us.,2
10133,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,The wolves are out there.,2
10135,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,"You're a warg, Bran. It's in your blood.",2
10137,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,"You just did, with him.",2
10138,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,A wolf is nothing compared to that.,2
10150,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Do it. They'll find us if you don't.,2
10166,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,Of course you can. North of the Wall there are wildlings who can control all sorts of animals. But you did a lot more than that. You got inside Hodor's mind.,2
10168,6/2/2013,Season 3,Episode 9,The Rains of Castamere,jojen reed,male,noble,lesser,No one can do that. Anywhere.,2
10347,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,Let's find a place to sleep.,2
10353,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,I always quite liked the horrible stories.,2
10404,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,Where are you going?,2
10407,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,Shush.,2
10409,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,Doesn't matter.,2
10418,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,How did you get through the Wall?,2
10423,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,There's nowhere safe any longer. You know that.,2
10425,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,You saw the White Walkers and the army of the dead.,2
10427,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,The Night's Watch can't stop them. The kings of Westeros and all their armies can't stop them.,2
10444,6/9/2013,Season 3,Episode 10,Mhysa,jojen reed,male,noble,lesser,Dragonglass.,2
11359,4/13/2014,Season 4,Episode 2,The Lion and the Rose,jojen reed,male,noble,lesser,"Summer was eating. Your body can't live on the food your wolf consumes. Spending too much time in Summer's skin is dangerous. You're not a direwolf, Bran.",2
11360,4/13/2014,Season 4,Episode 2,The Lion and the Rose,jojen reed,male,noble,lesser,"Must be glorious, though. To run, to leap, to hunt. To be whole. I know that's tempting, but if you're trapped in Summer for too long, you'll forget what it was to be human.",2
12197,4/27/2014,Season 4,Episode 4,Oathkeeper,jojen reed,male,noble,lesser,It's coming.,2
12201,4/27/2014,Season 4,Episode 4,Oathkeeper,jojen reed,male,noble,lesser,Bran. Bran.,2
12516,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,It doesn't matter.,2
12518,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,You mustn't let anything stop you.,2
12520,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,No. You're not here. You're far from here.,2
12522,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,At the hill. A great weirwood tree.,2
12524,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,"Meera and I, even Hodor, we're only here to guide you. He's waiting for you. We have to find it. You have to make it.",2
12526,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,This... this isn't the end. Not for you. Not yet.,2
12528,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,You'll know.,2
12544,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,Stop. What are you doing?,2
12558,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,"If you let my sister go, I can help you.",2
12560,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,I can.,2
12562,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,I have the sight. I can see things.,2
12564,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,Things that haven't happened yet.,2
12567,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,No.,2
12569,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,I saw you die tonight. I saw your body burn. I saw the snow fall and bury your bones.,2
12586,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,"If he sees you, he won't let you go north.",2
12588,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,And wants to protect you. He'll take you back to Castle Black.,2
12589,5/4/2014,Season 4,Episode 5,First of His Name,jojen reed,male,noble,lesser,You have to decide. Do you want to find the three-eyed raven?,2
13969,6/15/2014,Season 4,Episode 10,The Children,jojen reed,male,noble,lesser,We'll rest with the three-eyed raven.,2
13971,6/15/2014,Season 4,Episode 10,The Children,jojen reed,male,noble,lesser,We're already here.,2
13978,6/15/2014,Season 4,Episode 10,The Children,jojen reed,male,noble,lesser,"Bran! Save yourself, now!",2
13981,6/15/2014,Season 4,Episode 10,The Children,jojen reed,male,noble,lesser,Go with them.,2
16,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Go on. Father's watching.,2
17,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,And your mother.,2
22,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,"Don't think too much, Bran.",2
39,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Don't look away.,2
41,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Father will know if you do.,2
43,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,You did well.,2
53,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,What is it?,2
60,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Now there are five.,2
61,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,You want to hold it?,2
71,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Lord Stark? There are five pups. One for each of the Stark children. The direwolf is the sigil of your House. They were meant to have them.,2
74,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,I'm not a Stark. Get on.,2
102,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Why's your mother so dead-set on us getting pretty for the king?,2
214,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Uncle Benjen!,2
216,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Lady Stark thought it might insult the royal family to seat a bastard in their midst.,2
218,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,So take me with you when you go back.,2
220,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,"Father will let me if you ask him, I know he will.",2
222,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,I'm ready to swear your oath.,2
224,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,I don't care about that.,2
227,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,What're you doing back there?,2
229,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,You're Tyrion Lannister. The queen's brother?,2
232,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,Lord Eddard Stark is my father.,2
234,4/17/2011,Season 1,Episode 1,Winter is Coming,jon snow,male,great_house,stark,What the hell do you know about being a bastard?,2
377,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,I already have one.,2
379,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Of course I have.,2
381,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,We've guarded the Kingdoms for 8 000 years.,2
383,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Soon enough.,2
386,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,It's good you've got help.,2
388,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Impressive.,2
390,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,I have something for you. And it has to be packed very carefully.,2
392,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Close the door. This is no toy. Be careful you don't cut yourself.,2
394,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"So are you. I had the blacksmith make it for you special. It won't hack a man's head off, but it can poke him full of holes if you're quick enough.",2
396,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,You'll have to work at it every day. How does it feel? Do you like the balance?,2
398,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,First lesson,2
400,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"I'm going to miss you... Careful... All the best swords have names, you know.",2
402,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,I came to say goodbye to Bran.,2
404,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"I wish I could be here when you wake up. I'm going north with Uncle Benjen. I'm taking the black. I know we always talked about seeing the Wall together, but you'll be able to come visit me at Castle Black when you're better. I'll know my way around by then. I'll be a sworn brother of the Night's Watch. We can go out walking beyond the Wall, if you're not afraid.",2
411,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,You Starks are hard to kill.,2
413,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,She was very kind.,2
415,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,It was always my color.,2
417,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"And you, Stark.",2
419,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"Is my mother alive? Does she know about me? Where I am, where I'm going? Does she care?",2
450,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Why do you read so much?,2
452,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Is this a trick?,2
454,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,Until your brother killed that King.,2
456,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,"Ask me nicely and maybe I'll tell you, dwarf.",2
458,4/24/2011,Season 1,Episode 2,The Kingsroad,jon snow,male,great_house,stark,The Night's Watch protects the realm from...,2
786,5/1/2011,Season 1,Episode 3,Lord Snow,jon snow,male,great_house,stark,It's an improvement.,2
794,5/1/2011,Season 1,Episode 3,Lord Snow,jon snow,male,great_house,stark,Everybody knew what this place was and no one told me. No one but you. My father knew and left me to rot here at the Wall all the same.,2
