net_user,age,male,friend_cnt,avg_friend_age,avg_friend_male,friend_country_cnt,subscriber_friend_cnt,songsListened,lovedTracks,posts,playlists,shouts,adopter,tenure,country
anmnda,27,1,3,24.66666667,0.666666667,1,0,18704,0,0,0,5,0,59,0
kalsi,21,0,4,23,0.75,3,0,279,0,0,0,4,0,59,0
lullaby_bathory,23,0,4,30.33333333,1,2,0,7659,25,0,1,33,0,59,0
jorgecerda,27,1,3,26.33333333,1,1,0,161,12,0,0,5,0,59,0
triane,26,0,3,24,1,3,0,354,95,0,1,1,0,59,0
nasty0na,21,0,3,23.66666667,1,1,0,37677,9,0,1,0,0,59,0
toni183,25,1,4,25,0.666666667,1,1,5107,39,0,0,2,0,59,0
shane924,19,1,10,24,0.714285714,2,0,47475,130,0,1,14,0,58,1
analysis1986,25,0,8,33.33333333,0.571428571,3,0,65071,465,0,1,8,0,58,1
pp93,18,1,4,16.66666667,0.333333333,1,0,20171,8,0,1,4,0,58,0
bsbvo,28,1,9,28.5,0.875,2,1,26895,0,0,1,2,1,58,0
juanparias,27,1,6,27,0.6,2,0,3875,30,1,1,8,0,58,0
amargado,23,0,4,23.66666667,0,3,0,8962,0,0,1,17,0,58,0
wearewhatyousay,20,0,6,22,0.2,2,0,6383,46,0,1,2,0,58,1
twoafuche,33,0,3,29,0.333333333,1,0,24,5,0,1,2,0,58,0
henricost,19,1,3,19.33333333,0.333333333,1,0,750,0,0,1,0,0,58,0
emmarkllib,27,1,5,31,0.5,1,0,7991,0,0,1,4,0,58,1
taterz08,25,0,6,25.33333333,0.6,3,0,7828,0,0,0,1,0,58,0
cutenmoody,31,0,5,38.66666667,0.75,3,0,337,91,0,1,11,0,58,0
c_castle01,21,0,5,20.66666667,0.75,1,0,9913,9,0,1,9,0,58,1
scaniadude,23,1,5,23.66666667,1,1,0,12160,130,0,1,0,0,58,0
darkestbob,23,1,4,29,0.666666667,2,0,25848,1,2,1,3,0,57,1
fei126,23,1,4,23.33333333,0.5,2,0,11021,27,2,1,13,0,57,0
jujujujuju,25,0,5,37.33333333,1,2,0,13293,60,0,1,5,0,57,0
yarrow_13,31,1,8,34,0.666666667,4,0,26289,319,1,1,12,0,57,1
sammyanthakinoo,21,0,6,31,0.333333333,5,0,5636,52,0,1,7,0,57,0
meialb,22,0,13,20.91666667,0.461538462,2,0,7000,0,0,1,46,0,57,0
hafei,28,1,4,31.33333333,0.5,4,0,777,0,2,0,2,0,57,1
ri0twithme,25,0,4,20.33333333,0.666666667,1,0,3902,0,0,1,5,0,57,0
kankerananas,28,1,3,29,1,1,0,1113,3,0,0,1,0,57,0
dekzeil,23,1,4,24.66666667,1,1,0,1086,0,0,0,8,0,57,0
bunnyxtc,25,1,6,24,1,2,0,285,7,0,1,5,0,57,1
speedlampe,23,1,3,22.33333333,1,2,0,2717,4,0,1,18,0,57,1
tessafullstop,20,0,4,21,1,1,0,57,1,0,1,4,0,57,1
lina_preciado,21,0,10,24.88888889,0.625,6,0,3484,33,2,1,13,0,57,0
l_seeker,28,1,3,35,1,2,0,45160,31,0,2,7,0,56,0
volcomstone0615,19,0,6,20.33333333,1,1,0,23216,0,0,1,8,0,56,1
zaniolo,30,1,13,28.77777778,0.75,3,0,12567,12,0,0,8,0,56,0
haus33,34,1,5,40.33333333,0.5,3,1,537,31,22,1,6,0,56,1
obladibla,32,1,3,27.33333333,0.333333333,2,0,116,31,0,1,3,0,56,0
jowayne,31,0,4,30,0.5,1,0,35,0,0,1,2,0,56,0
plums31,26,1,9,29.33333333,0.5,3,0,293,0,2,1,23,0,56,0
blackavange,23,1,4,22.66666667,0.5,2,0,3744,0,4,0,13,0,56,0
metempsychose,32,1,4,28.33333333,0.666666667,1,0,64,5,0,1,2,0,56,0
rikzet,30,0,13,27.5,0.8,5,0,8514,136,0,1,6,0,56,0
nothankyoubye,21,0,3,20.66666667,1,1,0,180,27,0,1,5,0,56,1
thepige,21,1,9,22.66666667,0.6,4,0,159224,10,0,0,8,0,55,0
dpareto,33,1,4,33.33333333,1,2,0,20135,5,0,0,8,0,55,0
flolast,24,1,16,27.83333333,0.538461539,11,0,7133,173,2,1,12,0,55,0
badallona,34,0,11,32,0.888888889,3,2,12993,235,5,1,2,0,55,1
xxxace21xxx,24,1,11,23.88888889,0.545454546,4,0,6445,46,0,0,0,0,55,1
petetrerice,30,1,4,37.66666667,0.5,1,0,3090,13,0,0,1,0,55,1
dannymakemoney,26,1,4,26,0.333333333,1,0,1817,29,1,2,16,0,55,1
joke_theory,29,1,7,26.66666667,0.75,1,0,5009,0,0,1,7,0,55,1
reamz,24,1,4,25,0.75,1,0,4674,5,0,1,7,0,55,1
solidus636,19,1,4,19,0.75,2,0,8790,78,0,0,3,0,55,1
beauty_sunny,24,0,6,26.5,0.833333333,1,0,5529,248,0,1,3,0,55,0
rickardskogtoft,27,1,3,24.66666667,1,2,0,35979,24,0,1,4,0,55,0
azurescens,22,1,3,23,1,1,0,7494,67,0,1,8,0,54,0
rgacitua,28,1,3,33.66666667,0.666666667,2,0,43280,0,0,1,1,0,54,0
rustyalex,24,1,3,23.33333333,0.666666667,3,0,3003,8,0,1,4,0,54,0
andrewjohn,20,1,7,20.5,0.857142857,2,0,2188,0,0,1,9,0,54,1
lamaki,32,0,4,33,1,1,0,743,0,0,0,5,0,54,0
kristiiiine,23,0,3,24.66666667,0.666666667,3,0,2441,1,0,1,1,0,54,0
ccagdass,29,1,8,30.5,0.375,4,1,284,13,0,1,2,0,53,0
ill-tempered,30,1,17,25,0.733333333,8,3,12322,64,1,1,4,0,53,0
translucentblac,26,1,4,25.33333333,0,3,0,1092,0,4,1,12,0,53,0
bbvarella,25,1,7,23.66666667,0.2,2,0,1160,2,0,0,3,0,53,0
popsiclex,21,0,6,20.33333333,0.4,1,1,1669,0,0,1,4,0,53,0
tripelli,26,0,5,27.33333333,0.5,1,1,366,35,0,0,3,0,53,0
skajpel,34,1,11,29.22222222,0.545454546,8,0,2299,169,0,0,1,0,53,0
blaackrain,30,1,3,32.66666667,0.666666667,1,0,225,42,0,1,3,0,53,1
tarta-o-muerte,23,0,4,24.66666667,0.666666667,1,0,9051,6,0,1,6,0,53,1
diornimloth,21,1,5,20.33333333,1,2,0,6741,5,0,1,4,0,53,0
alucha,27,0,7,27,0.5,3,0,4523,73,0,1,1,1,53,0
albobbauhhu,25,1,8,24.83333333,1,4,1,29107,115,0,2,6,0,52,0
lluc666,30,1,5,32.66666667,0.333333333,3,0,9170,82,0,1,3,0,52,0
emtee1369,25,1,5,24.33333333,0.333333333,1,0,16267,16,0,1,13,0,52,1
karas007,24,1,3,23.66666667,0.333333333,1,0,4246,2,0,1,8,0,52,0
enjoyth3silence,20,0,3,23.33333333,0.333333333,1,0,20,6,0,1,6,0,52,0
talorot,45,0,10,31.5,0.666666667,4,0,164,1,6,1,4,0,52,0
plisskens,30,1,5,30,0.666666667,2,0,1778,0,0,0,2,0,52,0
harryrag75,25,1,3,25.66666667,0.666666667,1,0,0,0,0,0,9,0,52,0
bhwalther,25,1,6,24,0.75,1,0,4529,8,0,1,5,0,52,1
morningcalm,25,1,26,28.66666667,0.772727273,1,1,1924,0,0,0,5,0,52,0
suunshinegirl,20,0,9,28.5,0.857142857,5,0,1233,3,0,0,11,0,52,1
supamatt,30,1,12,31,1,1,0,836,9,0,0,2,0,52,1
pixievomit,23,0,3,27,1,1,0,33710,0,0,1,17,0,52,1
petrihna,26,0,5,26.33333333,1,2,0,1002,0,0,1,1,0,52,0
gangsterscum,24,1,4,25.33333333,1,2,0,13378,9,0,2,1,0,52,1
daliegtcreme,22,1,3,22,0.333333333,2,0,659,0,0,1,9,0,51,1
gariefairy,22,0,13,23,0.538461539,1,0,2108,4,0,0,8,0,51,1
raspberry_swirl,27,0,5,28.66666667,0,4,0,4595,3,0,1,5,0,51,1
frameupstory,29,1,6,24.33333333,0,4,0,908,84,0,1,4,0,51,0
kondziuwch,20,1,7,20.33333333,0.2,1,0,939,0,0,0,2,0,51,0
kaoue,24,1,4,24,0.25,2,0,3631,10,0,0,5,0,51,0
nadi1,22,0,3,21,0.333333333,1,0,580,35,0,1,2,0,51,1
manuelmerelo,23,1,5,21.66666667,0.4,2,0,344,0,0,0,2,0,51,0
hinma,24,0,9,23.33333333,0.625,1,0,3674,3,0,1,10,0,51,0
heath128,29,1,3,28.33333333,0.666666667,2,0,17083,1,0,1,2,0,51,1
vitamina_s,22,0,5,24,0.666666667,2,0,869,26,0,1,2,0,51,0
salladsblad,20,1,3,20,0.666666667,1,0,3914,1,0,1,1,0,51,0
moifrusciante,22,0,7,24.5,0.714285714,1,0,802,0,0,0,14,0,51,1
mimidel,30,0,7,25,0.8,1,1,13285,518,0,2,0,0,51,0
c17r,25,0,13,25.33333333,0.9,2,0,4777,88,0,1,14,0,51,1
crocodilesnap,40,1,3,31.66666667,1,3,0,314,0,1,1,2,0,51,1
thiagofanhani,26,1,3,30.33333333,1,1,0,6218,5,0,1,1,0,51,0
mslifcak,23,0,3,22.66666667,1,1,0,25894,0,0,1,2,0,51,1
hollylalaith,23,0,7,26.66666667,0.6,4,2,1273,2,0,1,5,0,51,0
psmatt13,23,1,10,22.16666667,0.625,4,0,14492,15,0,0,1,0,50,1
ellencampbell,23,0,4,23,0.333333333,1,0,24533,0,0,0,0,0,50,1
mc99,30,1,3,25.33333333,1,1,0,914,65,0,1,2,1,50,1
pomulev,33,1,13,32.5,0.777777778,3,0,4772,1,0,1,2,0,50,0
sleeteye,22,1,4,28.33333333,0.666666667,1,1,20749,19,0,1,1,1,50,1
mobileknight,30,1,4,29,0,2,0,230,1,0,1,1,0,50,0
d3z3rt3r,18,1,5,20.33333333,0.4,4,0,17333,119,1,1,10,0,50,0
mollystarz,18,0,4,24.33333333,0.666666667,1,0,4158,31,4,1,4,0,50,1
nekanea,23,0,5,26.66666667,1,2,0,23586,8,1,1,11,0,50,0
maxi-king,19,1,3,19.33333333,1,1,0,844,1,0,0,4,0,50,1
stommager,26,1,6,28,0.333333333,1,2,14276,6,1,1,21,0,49,0
anjel_smrti,23,0,6,24,0.666666667,4,0,9367,39,0,1,1,0,49,0
paxbisonica,26,1,3,27.66666667,1,1,0,10063,44,0,1,8,0,49,1
speedphlux,30,1,3,32.66666667,0.666666667,1,0,24506,36,1,1,85,0,49,0
hshiromoto,26,1,8,25.16666667,0.285714286,3,0,24393,14,0,1,5,0,49,0
feliperiba,30,1,6,26.33333333,0.2,1,0,690,10,0,1,3,0,49,0
leglessdogg,26,1,3,24.33333333,0.333333333,1,0,410,0,0,1,2,0,49,0
freyja_fylgjur,24,0,5,24,0.8,1,0,548,13,0,1,19,0,49,0
particulated,27,1,4,28.66666667,1,2,0,5122,29,0,1,3,0,49,0
leeches45,23,1,4,23.33333333,1,1,0,2926,4,0,1,4,0,49,0
balottona,30,0,6,39.66666667,0.8,2,0,9182,136,0,0,9,0,48,0
franzi_lennon,19,0,7,20.83333333,0.142857143,2,0,20147,212,0,1,170,0,48,1
stormiscoming,23,0,6,22.33333333,0.333333333,1,0,20232,122,0,0,4,0,48,1
davidducros,24,1,7,25.66666667,0.75,1,2,31109,213,0,0,0,1,48,1
there_after,23,1,4,22.66666667,0.333333333,1,0,20467,5,0,0,2,0,48,1
girlzinha,33,0,3,24,0,2,0,2891,5,0,1,2,0,48,0
frederiech,34,1,3,31.66666667,0.333333333,3,0,2066,1,0,1,1,0,48,0
adrienne92,19,0,3,25.66666667,0.333333333,3,0,1040,0,0,0,1,0,48,0
ustus,18,1,3,18.66666667,0.5,1,0,25393,1,0,0,22,0,48,0
viny2,19,1,7,19.33333333,0.714285714,2,0,9265,0,0,1,14,0,48,0
violentserenity,32,0,7,32.33333333,1,3,0,1521,0,0,0,5,0,48,0
gnisir,22,1,3,23,1,1,0,29,0,0,0,8,0,48,1
noresistance,20,1,4,20.66666667,0.75,1,0,98958,0,0,0,4,0,47,0
wazzask8,20,1,9,20,0.8,4,0,26751,0,0,0,19,0,47,0
mistemul,30,1,19,27,0.368421053,8,0,58608,253,2,1,7,0,47,1
el_pussycato,27,0,4,27.33333333,0.333333333,1,0,5985,50,0,1,14,0,47,1
carlr9,46,1,4,40.66666667,1,2,0,29172,16,0,1,1,1,47,1
imperium74,24,1,4,23.66666667,1,2,0,22264,0,0,0,2,0,47,0
talishataylor,24,0,6,23,1,4,0,100108,23,0,1,6,0,47,1
rech03,30,1,8,24,0.142857143,1,0,1021,70,0,1,1,0,47,1
iamthecraig,23,1,7,24.66666667,0.714285714,1,0,454,2,0,1,1,0,47,1
colbeerhey,32,1,8,39,0.833333333,1,1,2977,0,0,1,0,0,47,1
me-n-myself,23,0,3,24.33333333,1,2,0,1399,0,0,0,2,0,47,0
anavrine,23,0,5,22.66666667,1,1,0,6878,0,2,0,5,0,47,0
johnny250,20,1,3,21.33333333,1,1,0,1365,178,0,0,1,0,47,1
holloshaw,27,1,3,31,1,3,1,22100,1,0,1,2,0,47,0
axel_verse,27,1,7,23.83333333,0.4,2,0,6323,194,5,1,2,0,46,0
maquela,25,0,4,24,0.333333333,1,0,534,1,0,0,1,0,46,0
sensodeduvida,19,0,3,19.33333333,0,1,0,426,18,0,1,2,0,46,0
himrmarshall,31,1,5,30,0.25,2,0,9386,9,0,0,7,0,46,0
vendedoradesol,28,0,7,27.66666667,0.285714286,1,0,764,2,0,1,8,0,46,0
gonzo1987,23,1,6,23.66666667,0.333333333,1,0,886,0,0,0,2,0,46,0
jobarwell,22,0,3,22,0.333333333,1,0,0,0,0,0,3,0,46,1
plingvil,28,0,27,28.33333333,0.466666667,3,1,2940,33,0,1,18,0,46,0
drskaaa,23,0,7,26.5,0.571428571,5,0,5626,6,1,1,3,0,46,0
mitamamma,25,1,3,25.66666667,0.666666667,1,0,17564,0,0,0,2,0,46,0
rbinsane,22,1,6,22.5,0.666666667,1,0,0,1,0,1,4,0,46,0
x0locux0x,20,1,8,21.33333333,0.714285714,2,0,1932,22,0,1,0,0,46,0
murtumispiste,19,0,4,21,0.75,1,0,5891,0,1,0,10,0,46,0
kipdblk,26,1,9,25.5,0.857142857,2,0,2348,13,0,0,3,0,46,0
heyaye,22,1,3,21.66666667,1,2,0,7922,0,0,1,2,0,46,1
skurnet,21,1,5,19.33333333,1,3,0,20188,0,0,1,4,0,46,1
brainers,19,1,5,17.33333333,1,3,0,54802,509,0,1,14,0,46,0
satschi,30,0,3,33.66666667,1,2,1,5154,294,0,1,4,0,46,0
fiishes,20,0,7,20,0.571428571,4,0,32647,0,0,0,5,0,45,0
rbeber,21,1,3,20.66666667,0.333333333,1,0,1597,2,0,1,4,0,45,0
shoso-,27,1,3,20.33333333,0.333333333,2,0,11662,0,0,1,6,0,45,0
mkw_,20,0,5,20.33333333,0.4,3,0,19514,36,0,1,10,0,45,1
wanhamer,22,1,3,24,0.666666667,1,0,28466,6,0,1,4,0,45,0
montarom10cod,21,1,9,20.33333333,0.857142857,3,0,26979,92,0,1,12,0,44,0
nadirmil,17,0,3,21.66666667,1,3,0,32628,135,0,1,6,0,44,0
doonkan,24,1,4,24.33333333,0.666666667,1,0,23432,176,1,1,1,1,44,0
salva89,21,1,4,21.33333333,0.333333333,1,0,8688,0,0,0,2,0,44,0
aurelie-fm,20,0,3,20.33333333,0,1,0,1051,16,0,0,5,0,44,1
shs323,22,0,3,22,0.333333333,1,0,6100,235,0,1,4,0,44,1
varslot,20,1,3,20.33333333,0.666666667,1,0,523,0,0,1,1,0,44,0
henriesteves,31,1,4,26.33333333,0.666666667,1,0,54477,23,0,2,8,1,44,0
yingyangjay,42,1,3,38.66666667,0.333333333,2,0,3678,113,0,1,0,0,44,1
assiyab,28,0,3,25.66666667,0.5,3,0,2257,33,0,1,2,0,44,0
missgong,34,0,4,31.66666667,0.666666667,2,0,16416,0,0,0,1,0,44,0
troyanckaya,23,0,3,28.66666667,0.666666667,2,0,7057,1,0,1,1,1,44,0
kotzbr0ckn,22,0,4,24.33333333,0.666666667,1,0,1374,3,0,0,4,0,44,1
khanh_coltech,23,1,12,24.33333333,0.833333333,4,0,7541,15,0,1,2,0,44,0
iruki,24,0,4,25,1,3,0,1063,0,0,1,7,0,44,0
lisaedbom,20,0,5,21.33333333,1,2,0,1160,0,0,1,3,0,44,0
kmart7,23,1,7,20.16666667,1,2,0,51736,10,4,0,1,0,43,1
naurgul,25,1,9,20.66666667,1,3,0,15238,28,1,1,7,0,43,0
ahow5,16,0,3,22.66666667,0.666666667,3,0,891,22,0,1,3,0,43,1
gitarisst,23,1,4,22.33333333,0,3,0,527,0,0,1,1,0,43,0
elsewheree,20,0,11,21.16666667,0.25,6,0,1851,88,1,1,7,0,43,0
erikanic,22,0,3,19,0.5,3,0,0,0,0,1,1,0,43,1
beautifullfreak,21,0,6,28,0.6,3,0,18402,2,0,0,4,0,43,1
juanoclick,33,1,3,27.33333333,0.666666667,1,0,783,43,0,1,8,0,43,0
psastudio,23,1,5,22.33333333,0.8,1,0,7485,0,0,0,30,0,43,0
agniesisko,24,0,4,22.66666667,1,1,0,7479,12,4,1,27,0,43,0
rodrigosokol,27,1,3,32.33333333,0.666666667,2,1,431,0,0,0,1,0,42,0
mohamedpro2006,25,1,4,21.66666667,0,4,0,227,0,0,1,1,0,42,0
mdemirsan,22,1,4,21.33333333,0,4,0,98,1,0,1,3,0,42,0
mariasopita,23,0,4,25.33333333,0.25,2,0,244,0,0,1,3,0,42,0
elysiumxsteph,18,0,4,22.33333333,0.25,3,0,0,0,0,0,0,0,42,1
buha8,21,0,3,20.66666667,0.333333333,1,0,8,0,0,1,5,0,42,0
w_rafael,21,1,12,19,0.4,3,0,3390,3,0,1,15,0,42,0
herrlawrence,19,1,4,20.66666667,0.5,1,0,11573,0,0,0,3,0,42,1
mikkmerd,21,1,3,22,0.666666667,2,0,3898,4,0,0,3,0,42,0
aishee,26,0,5,24.66666667,0.75,2,0,2316,2,0,3,1,0,42,0
fruttaki,16,0,4,20,0.75,1,0,166,0,0,1,5,0,42,0
vosc81,29,1,5,31.66666667,0.8,2,0,7869,59,0,1,1,0,42,0
krooger,31,1,3,29.33333333,1,1,0,473,17,0,1,0,0,42,0
intension12,21,1,4,21.66666667,0.5,2,1,9129,14,0,1,32,0,42,0
absaroka,21,1,7,21.33333333,0.666666667,2,1,115390,86,0,1,5,0,41,1
giuliobx,26,1,5,26.66666667,1,1,0,12670,22,0,0,7,0,41,0
mc_kot,22,1,3,21.33333333,0,2,0,13303,2,0,0,2,0,41,0
bayleyasher,25,1,5,24.33333333,0.5,2,0,16794,18,0,2,1,0,41,1
dwanderer,23,1,5,21.33333333,0.25,2,0,20143,57,0,0,2,0,41,0
shuntymcshunt,25,1,3,29,1,2,0,7440,1,0,2,3,0,41,0
musicismaliv,16,1,7,18.33333333,0.5,2,1,48523,53,2,0,10,0,41,1
chebaaa,21,1,5,20.66666667,0.4,2,0,6576,17,0,1,8,0,41,0
mouraland,23,0,13,24.22222222,0.454545455,2,0,3283,45,0,0,23,0,41,0
cossette_doll,17,0,3,21.66666667,0.333333333,2,0,2,3,0,1,2,0,41,0
matheusgodoy,21,1,3,21.66666667,0.5,1,0,1141,2,0,0,1,0,41,0
emma_sharp,21,0,3,21.33333333,0.5,1,0,673,0,0,0,2,0,41,1
riddhikalsi,15,0,10,19.66666667,0.5,5,0,2896,150,1,1,16,0,41,0
zackinator,28,1,3,36.66666667,0.666666667,3,1,1659,85,0,2,3,0,41,1
sullen--,21,0,4,23.33333333,0.666666667,3,0,1404,3,0,0,2,0,41,0
ca_lopes,22,0,3,22,0.666666667,1,0,4047,66,0,1,6,0,41,0
misia91,19,0,3,21.33333333,0.666666667,1,0,1767,23,2,1,49,0,41,0
esbenjern,24,1,11,24.11111111,0.888888889,1,1,69740,18,0,0,11,0,41,0
suebach,24,1,4,26,1,1,0,3169,5,0,0,1,0,41,1
torr9218,19,0,3,21.33333333,1,2,0,928,0,0,2,4,0,41,1
orlandovazquez,28,1,8,41,1,2,1,13467,177,0,0,6,0,41,1
narlier,28,1,6,26,0.166666667,1,1,1735,6,1,1,4,0,40,0
dc5ni66,22,1,6,21.83333333,0.5,1,0,807,198,0,0,1,0,40,1
philse,21,1,4,20,0.5,1,0,10639,41,0,0,5,0,40,1
jediwicz,36,1,4,34.66666667,0.666666667,1,0,5689,0,0,0,3,0,40,1
letstern,21,0,4,21.66666667,0.75,3,0,21,0,0,0,3,0,40,0
metalcoreando_z,19,1,3,21.66666667,1,1,0,71,0,0,0,6,0,40,0
asunyer,32,1,4,37.33333333,0.333333333,3,0,19495,59,0,1,2,0,39,0
dashindafe,24,1,11,32.83333333,1,3,0,35081,32,0,2,13,0,39,1
mihalic17,21,1,5,21,0.5,2,0,14246,17,0,1,0,0,39,0
aeg87,30,1,6,24.33333333,0.833333333,2,0,7266,134,3,1,0,1,39,0
soni77,34,1,3,29,0.333333333,2,1,473,8,0,1,3,1,39,0
ellinhaah___x,18,0,3,18.66666667,0.333333333,1,0,4429,3,0,0,7,0,39,0
ah_man_duh,20,0,4,19.66666667,0.5,3,0,543,4,0,1,1,0,39,1
hasan_,21,1,5,20,0.6,1,0,6546,25,0,1,6,0,39,0
josarnataro,37,1,3,29,0.666666667,2,0,76,1,0,0,1,0,39,0
lottipi,17,0,8,21.16666667,0.714285714,1,0,1480,14,0,0,4,0,39,0
russianredwave,21,1,4,22,0.75,1,0,23,2,0,1,3,0,39,0
vayisna,20,0,3,21.66666667,1,1,0,2643,2,0,0,0,0,39,0
mchickey,37,1,8,32.66666667,0.571428571,1,0,31948,154,0,0,8,0,38,1
yevgeniyukr,20,1,3,19.33333333,0.5,2,0,9796,2,0,0,0,0,38,0
vfcrulz,16,0,4,20.66666667,0.25,1,0,32,25,0,9,1,0,38,1
rayla1986,25,0,5,21.66666667,0.333333333,1,0,4454,400,0,1,5,0,38,0
jakobssons,20,0,3,20.33333333,0.333333333,1,0,0,0,0,0,1,0,38,0
johnferraira,23,1,4,22,0.5,1,0,3,0,0,0,3,0,38,1
iveli,26,0,16,27.25,0.642857143,6,1,645,60,0,1,25,0,38,0
herrpojke,29,1,5,32.33333333,0.75,2,0,5797,38,0,0,1,0,38,1
byrd66,22,1,5,19.66666667,0.75,1,0,48,11,0,1,1,0,38,0
moonic,19,0,5,19.33333333,0.75,2,0,741,1,0,0,2,0,38,0
aleethedreamer,21,1,6,21.5,0.833333333,2,0,3515,1,0,0,4,0,38,1
deadlyziom,18,1,5,26,1,2,0,17653,48,0,0,0,0,37,0
seachellyfish,21,0,10,25.77777778,0.2,5,1,18133,464,2,0,1,0,37,1
fueco,24,1,8,26.66666667,0.428571429,1,0,43262,252,5,0,27,0,37,1
muneccalexa,21,0,4,22.66666667,1,2,0,16443,132,0,1,4,0,37,0
drmmrw256,25,1,3,22,0.5,1,0,14023,13,0,0,1,0,37,1
krankyjoe,24,1,9,22.83333333,0.75,6,0,540,527,73,0,26,0,37,0
n_rohrbach,34,1,9,32.33333333,1,1,0,5306,31,3,0,4,0,37,1
biiinschn,29,0,8,31.66666667,0.714285714,1,0,16756,146,0,1,48,0,37,1
feind_mensch,31,1,4,24.66666667,0.5,2,0,46,12,0,0,1,0,37,1
machinegunmolly,32,0,3,36.33333333,1,3,1,48,14,0,0,3,0,37,0
dambor,27,1,6,27.66666667,1,1,0,417,9,0,1,1,0,37,0
wukee,20,0,3,24.66666667,1,1,0,7044,1,0,0,3,0,37,0
paydepecas,23,0,4,22.33333333,1,1,0,37205,3,0,1,5,0,37,0
scene-x-core,17,0,3,19.66666667,1,2,0,1035,85,0,0,3,0,37,0
shadedsoul,40,1,3,42.33333333,0.666666667,1,0,43130,49,0,1,3,0,36,1
ana_12,20,0,5,21.33333333,0.666666667,1,0,6135,38,0,0,6,0,36,0
captainlash,47,1,3,37,0.666666667,2,0,506,0,0,1,2,0,36,1
unknownmanner,21,1,3,19.66666667,0,2,0,3050,66,0,2,18,1,36,0
sam_shady,23,1,5,22.33333333,0.25,1,0,9307,25,0,1,1,0,36,0
viciosovicente,26,1,4,25.66666667,0.333333333,1,0,132,0,0,0,1,0,36,0
wukfah,21,1,4,22,0.333333333,2,0,53556,97,0,1,5,0,36,1
andrecovas,23,1,6,25.66666667,0.6,1,0,2781,10,0,0,3,0,36,0
amir4ik,22,1,5,22.33333333,0.6,1,0,14,2,0,1,4,0,36,0
hiswinona,24,0,3,24,0.666666667,1,0,20661,4,0,0,2,0,36,1
camimi,28,0,5,22.66666667,0.75,2,0,4701,61,0,1,6,0,36,0
ilovejambits,22,1,4,22,0.75,1,0,1568,0,0,0,9,0,36,1
muddybank,28,1,7,28,0.833333333,6,2,3226,75,0,1,8,0,36,0
unpigged,28,1,5,32,1,3,0,15314,3,0,0,0,0,36,0
drummer_georg,24,1,3,24.66666667,1,2,0,1027,56,0,1,2,0,36,0
tapetra,28,0,4,26.33333333,0.75,2,1,16524,19,0,1,3,0,35,0
horiz,25,1,3,22.66666667,0.666666667,1,0,12980,10,0,1,4,0,35,1
effthis85,26,1,3,21.66666667,0.333333333,3,0,129,56,0,0,1,0,35,1
paulo-sax,43,1,6,52.33333333,0.6,3,4,92,5,0,2,11,0,35,1
mhemsley,29,1,3,28.33333333,1,2,1,968,30,0,0,6,0,35,0
gingaaaa,28,0,3,25,0,1,0,14223,36,0,0,4,0,35,1
juiceoflive,16,0,3,17.66666667,0.333333333,1,0,963,10,0,1,12,0,35,0
eljense,38,1,6,36.66666667,0.666666667,2,0,1926,30,0,1,13,0,35,1
phil-92,18,1,3,18.66666667,0.666666667,1,0,494,0,0,0,2,0,35,1
missnara,26,0,4,34.33333333,0.75,3,0,1951,41,0,4,5,1,35,0
ritiya___,23,0,6,26.33333333,0.75,1,0,3360,5,0,1,3,0,35,0
taniademanson,20,0,5,26.66666667,1,4,1,5,0,0,0,12,0,35,0
d0rtkere,21,1,4,21.33333333,0.5,2,1,20020,14,47,1,41,0,34,0
mamahellraiser,20,0,8,20.33333333,0.166666667,2,0,2782,2,0,1,3,0,34,1
kreacher26,21,1,7,21.83333333,0.714285714,3,0,1196,49,0,2,3,0,34,0
xthunar,23,1,4,22.33333333,0.75,1,0,4756,10,0,0,0,0,34,0
alicefarthing,21,0,3,34.33333333,1,1,0,85,12,0,0,2,0,34,1
makucevich,34,0,5,30.33333333,1,2,0,1112,28,0,0,1,0,34,0
furax966,28,1,4,30,1,2,0,10371,334,0,0,4,0,34,0
bararihova,19,0,4,22,1,1,0,1433,0,0,0,3,0,34,0
jeffj919,34,1,4,35,1,3,0,76530,273,0,0,0,0,33,1
bartekpe,24,1,4,24.66666667,1,1,0,16572,0,0,0,5,0,33,0
pauluk_dunaj,27,1,13,25.44444444,0.636363636,2,0,50035,859,2,0,29,0,33,0
lucadd,28,1,3,27.66666667,1,1,0,5403,40,1,1,3,0,33,0
lostsouls4evr,18,0,3,18.66666667,0.333333333,1,0,1256,3,0,0,9,0,33,0
olgunyaz,30,0,5,27.33333333,0.4,1,0,0,3,0,0,1,0,33,0
edwardcross,22,1,17,22.91666667,0.785714286,2,0,8942,14,0,1,6,0,33,0
jeff_jeff,39,1,13,33.83333333,0.857142857,2,0,20082,70,0,0,0,0,33,1
cralito,31,1,3,30,1,1,1,98,0,0,1,4,0,33,0
cindylooia,23,0,5,27.33333333,1,2,0,768,45,0,0,0,0,33,1
kilburndeluxe,16,0,4,20.33333333,1,2,0,2788,40,0,1,7,0,33,0
ahoogst,21,1,11,19.5,0.142857143,1,0,3826,76,0,0,4,0,32,1
clashtrinity,26,0,4,25.66666667,0.666666667,1,1,692,8,0,0,3,0,32,0
penguingirl1,28,0,21,23.5,0.777777778,7,0,6012,4,0,0,10,0,32,0
ksaver91,20,1,3,19.33333333,1,1,0,882,0,0,0,3,0,32,1
